id,fecha,texto,likes,sentimiento
20,2026-03-16,❤️suerte para nuestros hombres y mujeres del futuro👏❤️,42,
21,2026-03-16,"Muchos éxitos hija, orgullosa de vos, nos vemos el 6 de marzo ❤️",5,
22,2026-03-23,Felicitaciones a todos los cadetes 🙌👏👏👏,2,
23,2026-03-16,Hasta formar esas filas no paro 😍👩🏻‍🚒,22,
24,2026-03-16,Hace un año ingresaba mi hijo y hoy veo ingresar a mi sobrina 😍❤️,16,
25,2026-03-16,Éxitos @lolioyeniyi te espero acá amor ❤️,6,
26,2026-03-16,Orgullosa de Vos Hijo 💙 🇦🇷 Que sea un gran comienzo @to_romanokk,21,
27,2026-03-23,Mi hija ingresó el lunes😢,2,
28,2026-03-23,"Mi hijo tiene 17 años y lo que más desea desde niño es ser bombero, este es su último año de terminar la secundaria alguien me puede explicar como es el tema de inscripción, requisitos porfavor",1,
29,2026-03-16,Mi hijo está ahí. Orgullosa de el.,11,
30,2026-03-16,Orgullosa de vos hija te amamos muchísimo mamá y papá @aaixarioss a darle para delante te amamos,2,
31,2026-03-16,Exito para todos.. 🙌,4,
32,2026-03-16,"Andre ,,,lo mejor exito",3,
33,2026-03-16,vamos ahí está mi hermana orgullosa de ella,8,
34,2026-03-16,"Orgullosa de vos mi amor, que sea un gran comienzo para tu nueva etapa ❤️@enzof509",3,
35,2026-03-16,Orgullosa de mi amor ❤️,3,
36,2026-03-16,Cuanta voluntad y sacrificio de familias y que poco beneficio económico los tienen 🙌,3,
37,2026-03-23,❤️,1,
38,2026-03-16,Que emoción. Me traen recuerdos cuando yo ingrese a la fuerza . Un 15 de marzo del año 1994 ... Que orgullo haber pertenecido . Ahora jubilado sólo me quedan recuerdos gratos ..,2,
39,2026-03-23,❤️,1,
40,2026-03-23,Que hermoso !!,1,
41,2026-03-23,Mi hermano más chico esta ahi❤️ éxitos,1,
42,2026-03-16,Mira un pariente !! Somos buenos los Ibarra 😀,1,
43,2026-03-16,Muy pronto yo 👏,1,
44,2026-03-23,Fuerza adelante orgullo pasión honor. Vamos con todo 💪❤️,2,
45,2026-03-23,Dios quiera y mi hijo tome la decisión de ingresar cuando tenga la edad🙏🏼,1,
46,2026-03-23,Felicitaciones a todos los cadetes 👏,1,
47,2026-03-16,👏👏👏el futuro del país!!!!!!🥰 SEAN HONESTOS Y TRABAJEN C PASION PARA CUIDAR NUESTRA TIERRA ❤️❤️❤️❤️❤️❤️❤️,4,
48,2026-03-16,Hasta q edad ingresa.,2,
49,2026-03-16,👏👏👏👏👏,1,
50,2026-03-16,Mucho Éxito hijo ❤️,1,
51,2026-03-16,🙏🇦🇷💪✨,1,
52,2026-03-16,Éxitos,1,
53,2026-03-16,Policía y bomberos de la ciudad: verdadero orgullo de los vecinos de la ciudad Autónoma de Bs As 👏👏👏👏👏👏👏,1,
54,2026-03-16,Éxitos y bendiciones para todos,1,
55,2026-03-23,Felicitaciones a todos los que intregran el instituto y muy bueno divulgar esto .a no aflojar !!!!,1,
56,2026-03-16,Si dios quiere dentro de poco también estaré hay,1,
57,2026-03-16,Exitos para todos en esta nueva etapa 🙌🏻👏🏻,8,
58,2026-03-16,Muchos éxitos para todos los aspirantes!!,2,
59,2026-03-16,EXITOS !!! A TODOS LOS ASPIRANTES!!!👏👏❤️❤️❤️❤️,2,
60,2026-03-16,👏👏👏👏👏,1,
61,2026-03-16,QUE HERMOSO MOMENTO ! 🙌 #INOLVIDABLE Que Dios los proteja siempre y que el servicio los cruce con excelentes compañeros y jefes 🙏🙏,1,
62,2026-03-16,Sras sin aritos en las orejas 😮 ni invisibles.,1,
63,2026-03-16,Éxitos mí Marian ❤️,1,
64,2026-03-16,❤️❤️👏🏻👏🏻👏🏻👏🏻👏🏻🙌🏻,1,
65,2026-03-16,💙💙💙💙👮🏻‍♀️👮🏻👮🏻‍♀️👏🏼👏🏼👏🏼👏🏼👏🏼🙌🏻,1,
66,2026-03-16,Buen inicio para todos👏🏻👏🏻👏🏻 !!!,1,
67,2026-03-16,Éxitos 🙌,1,
68,2026-03-16,"Orgullosa de mi hija Brisa ,mucha emoción y felicidad por ver cumplir su sueño",1,
69,2026-03-16,Qué emoción !! Cuántos son!!,1,
70,,"""Policia"" de la ciudad...😂🤌🏻🤌🏻 fabrica de humo",,
71,2026-03-16,Mi sobrina está hay mis mejores deseos para ella y todos sus compañeros.!!,1,
72,2026-03-16,Muchos éxitos para los cadetes y aspirantes luchen por sueños que la recompensa de portar el uniforme es muy grande ! 💪🩷,1,
73,2026-03-16,HONOR y gloria!!!!!,1,
74,2026-03-16,Suerte a esa nueva promoción,1,
75,2026-03-16,"Bienvenidos, les deseo el mejor de los éxitos.",153,
76,2026-03-16,"Si dios quiere, dentro de poco sere uno de ellos🙌🏻❤️",87,
77,2026-03-16,Me acuerdo ese primer día tenía unos nervios. En 2 días cumplo 5 años perteneciendo a la fuerza. 🙌,40,
78,2026-03-16,Mucho sacrificio para entrar .. solo un familiar de quien aingresa sabe de eso . La mejor suerte para todos y cada uno de los que ingresaron hoy .. ew una carrera larga que tiene sus momentos buenos y malos. pero es la mejor vocación que uno puede tener ..,49,
79,2026-03-16,Aguante la policia 👏👏❤️,7,
80,2026-03-16,"Felicitaciones a los jóvenes q descubren está hermosa vocación nada es sin sacrificio!! EXITOS A TODOS!mí hijo paso x ahí en época de pandemia fue muy duro para ellos y para nosotros como familia se graduó estuvo dos años pero decidió cambiar y entro en una petrolera ,de todos modos sigue siendo bombero voluntario en Sarandi😍",5,
81,2026-03-16,"Mi hija entro hoy, que orgullo😍",21,
82,2026-03-16,Exitos a los aspirantes.. ya con entrar en la institución es un orgullo ❤️,13,
83,2026-03-16,Si dios quiere el año que viene voy a estar ahi yo 🤞,52,
84,2026-03-16,Te Amo hijo !! Orgullosa de vos !!! Felicitaciones para todos 👏👏,5,
85,2026-03-23,Suerte 6 adelante exitos totales. ....que dios los cuide y protejan 👏👏👏👏👏👏👏👏👏,2,
86,2026-03-16,Hace dos años que estoy retirada...y este video me dió mucha nostalgia 😌 muchos éxitos para todos!!,16,
87,2026-03-30,Orgullosa de vos Tobias Román 💙🇦🇷👮🏻‍♂️,2,
88,2026-03-16,"Orgullosos de vos hijo mío @aguspaez.0 y de todos los que van a formar parte de cuidar nuestras patria .. ver un poquito de este video me alivio el corazón, ya que vine llorando 🥹. Dios y la virgencita me lo protejan..buen comienzo futuro país!! 💪🏻",6,
89,2026-03-16,Deje a mi hija hace un año con terror me vine llorando hoy es bombero de la ciudad y sigue estudiando mi mayor orgullo!!,25,
90,2026-03-16,❤️suerte para nuestros hombres y mujeres del futuro👏❤️,42,
91,2026-03-16,"Muchos éxitos hija, orgullosa de vos, nos vemos el 6 de marzo ❤️",5,
92,2026-03-16,😍😍😍que lindo por dios....orgullo de tener a mi hijo en esta nueva etapa....suerte .,24,
93,2026-03-16,"Exitos a todos! Gracias por las imágenes, hacen que los extrañemos un poquito menos ❤️‍🩹 Orgullosa de mi amor!",11,
94,2026-03-16,Muchos éxitos hijo hoy ingresantes y decidiste cumplir un sueño tu puedes felicitaciones acá estaré esperándote 👏🏼👏🏼👏🏼👏🏼👏🏼,6,
95,2026-03-16,Mucha emoción ver a todos esos chic@s con sus bolsos preparados para hacer carrera y servir al pueblo!!!!,21,
96,2026-03-23,Felicitaciones a todos los cadetes 🙌👏👏👏,2,
97,2026-03-16,Hasta formar esas filas no paro 😍👩🏻‍🚒,22,
98,2026-03-16,Hace un año ingresaba mi hijo y hoy veo ingresar a mi sobrina 😍❤️,16,
99,2026-03-16,Orgullosa de Vos Hijo 💙 🇦🇷 Que sea un gran comienzo @to_romanokk,21,
100,2026-03-16,Éxitos @lolioyeniyi te espero acá amor ❤️,6,
101,2026-03-16,Orgullosa de vos hija te amamos muchísimo mamá y papá @aaixarioss a darle para delante te amamos,2,
102,2026-03-16,Mi hijo está ahí. Orgullosa de el.,11,
103,2026-03-16,"Andre ,,,lo mejor exito",3,
104,2026-03-16,vamos ahí está mi hermana orgullosa de ella,8,
105,2026-03-16,Exito para todos.. 🙌,4,
106,2026-03-23,"Mi hijo tiene 17 años y lo que más desea desde niño es ser bombero, este es su último año de terminar la secundaria alguien me puede explicar como es el tema de inscripción, requisitos porfavor",1,
107,2026-03-23,Mi hija ingresó el lunes😢,2,
108,2026-03-16,"Orgullosa de vos mi amor, que sea un gran comienzo para tu nueva etapa ❤️@enzof509",3,
109,2026-03-16,Orgullosa de mi amor ❤️,3,
110,2026-03-16,Cuanta voluntad y sacrificio de familias y que poco beneficio económico los tienen 🙌,3,
111,2026-03-23,❤️,1,
112,2026-03-23,❤️,1,
113,2026-03-16,Que emoción. Me traen recuerdos cuando yo ingrese a la fuerza . Un 15 de marzo del año 1994 ... Que orgullo haber pertenecido . Ahora jubilado sólo me quedan recuerdos gratos ..,2,
114,2026-03-23,Que hermoso !!,1,
115,2026-03-23,Mi hermano más chico esta ahi❤️ éxitos,1,
116,2026-03-16,Mira un pariente !! Somos buenos los Ibarra 😀,1,
117,2026-03-16,Muy pronto yo 👏,1,
118,2026-03-23,Fuerza adelante orgullo pasión honor. Vamos con todo 💪❤️,2,
119,2026-03-23,Dios quiera y mi hijo tome la decisión de ingresar cuando tenga la edad🙏🏼,1,
120,2026-03-23,Felicitaciones a todos los cadetes 👏,1,
121,2026-03-16,👏👏👏el futuro del país!!!!!!🥰 SEAN HONESTOS Y TRABAJEN C PASION PARA CUIDAR NUESTRA TIERRA ❤️❤️❤️❤️❤️❤️❤️,4,
122,2026-03-16,Hasta q edad ingresa.,2,
123,2026-03-16,👏👏👏👏👏,1,
124,2026-03-16,Mucho Éxito hijo ❤️,1,
125,2026-03-16,🙏🇦🇷💪✨,1,
126,2026-03-16,Éxitos,1,
127,2026-03-16,Policía y bomberos de la ciudad: verdadero orgullo de los vecinos de la ciudad Autónoma de Bs As 👏👏👏👏👏👏👏,1,
128,2026-03-16,Éxitos y bendiciones para todos,1,
129,2026-03-23,Felicitaciones a todos los que intregran el instituto y muy bueno divulgar esto .a no aflojar !!!!,1,
130,2026-03-16,Si dios quiere dentro de poco también estaré hay,1,
131,2026-03-16,Exitos para todos en esta nueva etapa 🙌🏻👏🏻,8,
132,2026-03-16,Muchos éxitos para todos los aspirantes!!,2,
133,2026-03-16,EXITOS !!! A TODOS LOS ASPIRANTES!!!👏👏❤️❤️❤️❤️,2,
134,2026-03-16,👏👏👏👏👏,1,
135,2026-03-16,QUE HERMOSO MOMENTO ! 🙌 #INOLVIDABLE Que Dios los proteja siempre y que el servicio los cruce con excelentes compañeros y jefes 🙏🙏,1,
136,2026-03-16,Sras sin aritos en las orejas 😮 ni invisibles.,1,
137,2026-03-16,Éxitos mí Marian ❤️,1,
138,2026-03-16,❤️❤️👏🏻👏🏻👏🏻👏🏻👏🏻🙌🏻,1,
139,2026-03-16,💙💙💙💙👮🏻‍♀️👮🏻👮🏻‍♀️👏🏼👏🏼👏🏼👏🏼👏🏼🙌🏻,1,
140,2026-03-16,Buen inicio para todos👏🏻👏🏻👏🏻 !!!,1,
141,2026-03-16,Éxitos 🙌,1,
142,2026-03-16,"Orgullosa de mi hija Brisa ,mucha emoción y felicidad por ver cumplir su sueño",1,
143,2026-03-16,Qué emoción !! Cuántos son!!,1,
144,2026-03-16,"""Policia"" de la ciudad...😂🤌🏻🤌🏻 fabrica de humo",,
145,2026-03-16,Mi sobrina está hay mis mejores deseos para ella y todos sus compañeros.!!,1,
146,2026-03-16,Muchos éxitos para los cadetes y aspirantes luchen por sueños que la recompensa de portar el uniforme es muy grande ! 💪🩷,1,
147,2026-03-16,HONOR y gloria!!!!!,1,
148,2026-03-16,Suerte a esa nueva promoción,1,
149,2026-03-16,Éxitos hija y para todos los cadetes,1,
150,2026-03-16,"Mí jefa siempre, Insp Jiménez. 🙌",1,
151,2026-03-16,el año que viene sere uno de ellos 🙌🏻,1,
152,2026-03-16,A una etapa de estar ahi lpm,1,
153,2026-03-16,"Felicidades para mi hija y cada uno de los chicos ,dios los acompañe.",1,
154,2026-03-16,Bendiciones para todos ustedes y muchas gracias,1,
155,2026-03-16,Dios los bendiga 🙌,1,
156,2026-03-16,Que lindooo que emoción y nervios para los chicos /as fuerza a triunfar felicitaciones 👏,9,
157,2026-03-16,El primer día es el más difícil de todos…. Después todo es hermoso! Los mejores recuerdos y también los más complicados. Muchos éxitos para los nuevos cadetes ❤️🙌,10,
158,2026-03-16,Lo recuerdo como si hubiera sido ayer ❤️😢,9,
159,2026-03-16,Te mando todas las fuerzas y abrazos y papá desde el cielo te guía mi hija 🙌 ❤️,10,
160,2026-03-16,En proceso de descenso de peso para poder entrar 👊,10,
161,2026-03-16,Muy bien disciplina 👏 lo mejor que pudieron hacer jóvenes a estudiar y servir al pais👏,17,
162,2026-03-16,"👏 exitos para todos los aspirantes a Bomberos, en especial a mi hijo Enzo por intentarlo....Dios y la vida dirá ... mucha fuerza. te vamos a extrañar pero estamos felices por éste desafio personal. 💪🏻💜😌",13,
163,2026-03-16,"Éxitos a todos y a las familias que quedan esperando sepan que la recompensa es hermosa, ese orgullo de pasar en mí caso la mamá de un bombero no tiene precio ni explicación.",14,
164,2026-03-16,"Que orgullo hijo !!! transitando un nuevo sueño, cuídense, siempre adelante 👏",3,
165,2026-03-16,Un nuevo camino hijo ....que la virgen cita de lujan siempre te acompañe👏❤️,5,
166,2026-03-16,"Éxito hijo , mamá siempre con vos ,orgullosa que logres tu sueño ❤️",6,
167,2026-03-16,"Exitos y perseverancia para todos los aspirantes !!! Nunca voy a olvidar el día que ingresó mi hijo y el día que se recibieron 😭 cuánta emoción y orgullo de mi hijo y de todos, a los familiares les digo traten de no perderce nada y sobre todo apoyarlos que lo van a nesecitar!!!👏👏",6,
168,2026-03-16,Voy por el médico gracias a dios alguien sabe cuantas etapa me faltan?,2,
169,2026-03-16,@brisa_aabigail,2,
170,2026-03-16,"PRESENTEEEEEEEEEEE , como no me recibieron jajaja",2,
171,2026-03-16,Orgullosa de vos hermano te amo ❤️ éxitos para todos !!,3,
172,2026-03-16,Éxitos a cada uno de los aspirantes!! A darlo todo!!!👏👏👏,7,
173,2026-03-16,👏😍,3,
174,2026-05-11,A partir de que edad,,
175,2026-04-06,Mi hijo Guillermo Gustavo Rodríguez está estudiando ahí y estamos todos orgullosos de su ingreso y sacrificio por ser un gran cadete y policía de la ciudad de Buenos Aires ❤️❤️💋💋,,
176,2026-04-06,Vendemos Campera de Vuelo Tipo Alpha Modelo MA-1. Contacto: 3571-668568. Se pueden ver y/o retirar por San Miguel Zona Oeste Bs As y Córdoba Capital. Realizamos Envíos a todo el País.,,
177,2026-03-30,Buena suerte. Cadetes,,
178,2026-03-30,Orgullosa de vos Tobias Román 💙🇦🇷👮🏻‍♂️,2,
179,2026-03-30,❤🙌,,
180,2026-03-30,@gabrieltt__ ❤️,,
181,2026-03-30,Mucha suerte para todos excitos,,
182,2026-03-30,"Mi hermanita menor está ahí, que orgullo Dios! ❤️‍🩹",,
183,2026-03-30,Re petisas todas😂 y cuánto fui no daba la altura dijeron,,
184,2026-03-23,Los de Azul son los buenos👏,,
185,2026-03-23,👏👏bravo!!,,
186,2026-03-23,"Mi hijo tiene 17 años y lo que más desea desde niño es ser bombero, este es su último año de terminar la secundaria alguien me puede explicar como es el tema de inscripción, requisitos porfavor",1,
187,2026-03-23,❤️,1,
188,2026-03-23,❤️,1,
189,2026-03-23,Los aspirantes a bomberos están incomunicados ? No pueden usar el celular ? Alguien que me de un dato?,,
190,2026-03-23,suban video del lunes ingreso.. y desde la nstitucion ..como es su dia a dia,,
191,2026-03-23,Suerte 6 adelante exitos totales. ....que dios los cuide y protejan 👏👏👏👏👏👏👏👏👏,2,
192,2026-03-23,Felicitaciones a todos los cadetes 🙌👏👏👏,2,
193,2026-03-23,Que hermoso !!,1,
194,2026-03-23,Felicitaciones a todos los cadetes 👏,1,
195,2026-03-23,Dios quiera y mi hijo tome la decisión de ingresar cuando tenga la edad🙏🏼,1,
196,2026-03-23,Mi hija ingresó el lunes😢,2,
197,2026-03-23,Nada que envidiarles a GH. Igualitos!,,
198,2026-03-23,Mi hermano más chico esta ahi❤️ éxitos,1,
199,2026-03-23,Fuerza adelante orgullo pasión honor. Vamos con todo 💪❤️,2,
200,2026-03-23,En q provincia es?,,
201,2026-03-23,Felicitaciones a todos los que intregran el instituto y muy bueno divulgar esto .a no aflojar !!!!,1,
202,2026-03-23,Tendría q dejar de poner tope de edad me gustaría entrar no pude de chica y ahora no puedo por tener más de 35,,
203,2026-03-23,Los nuevos bigotes de leche,,
204,2026-03-23,Y la PFA?? Q esta pasando en ella???,,
205,2026-03-23,"Hola como están,una consulta se puede tener tatuajes",,
206,2026-03-16,Escuela de boy scouts.,,
207,2026-03-16,Éxitos y bendiciones para todos,1,
208,2026-03-16,Cuanta voluntad y sacrificio de familias y que poco beneficio económico los tienen 🙌,3,
209,2026-03-16,Muy pronto yo 👏,1,
210,2026-03-16,"Orgullosos de vos hijo mío @aguspaez.0 y de todos los que van a formar parte de cuidar nuestras patria .. ver un poquito de este video me alivio el corazón, ya que vine llorando 🥹. Dios y la virgencita me lo protejan..buen comienzo futuro país!! 💪🏻",6,
211,2026-03-16,Que emoción. Me traen recuerdos cuando yo ingrese a la fuerza . Un 15 de marzo del año 1994 ... Que orgullo haber pertenecido . Ahora jubilado sólo me quedan recuerdos gratos ..,2,
212,2026-03-16,Policía y bomberos de la ciudad: verdadero orgullo de los vecinos de la ciudad Autónoma de Bs As 👏👏👏👏👏👏👏,1,
213,2026-03-16,Éxitos,1,
214,2026-03-16,"Andre ,,,lo mejor exito",3,
215,2026-03-16,Orgullosa de vos hija te amamos muchísimo mamá y papá @aaixarioss a darle para delante te amamos,2,
216,2026-03-16,🙏🇦🇷💪✨,1,
217,2026-03-16,Si dios quiere dentro de poco también estaré hay,1,
218,2026-03-16,Hasta q edad ingresa.,2,
219,2026-03-16,Mucho Éxito hijo ❤️,1,
220,2026-03-16,Éxitos hija y para todos los cadetes,1,
221,2026-03-16,"Mí jefa siempre, Insp Jiménez. 🙌",1,
222,2026-03-16,Mira un pariente !! Somos buenos los Ibarra 😀,1,
223,2026-03-16,el año que viene sere uno de ellos 🙌🏻,1,
224,2026-03-16,"Orgullosa de vos mi amor, que sea un gran comienzo para tu nueva etapa ❤️@enzof509",3,
225,2026-03-16,A una etapa de estar ahi lpm,1,
226,2026-03-16,"Felicitaciones a los jóvenes q descubren está hermosa vocación nada es sin sacrificio!! EXITOS A TODOS!mí hijo paso x ahí en época de pandemia fue muy duro para ellos y para nosotros como familia se graduó estuvo dos años pero decidió cambiar y entro en una petrolera ,de todos modos sigue siendo bombero voluntario en Sarandi😍",5,
227,2026-03-16,Deje a mi hija hace un año con terror me vine llorando hoy es bombero de la ciudad y sigue estudiando mi mayor orgullo!!,25,
228,2026-03-16,Bendiciones para todos ustedes y muchas gracias,1,
229,2026-03-16,Dios los bendiga 🙌,1,
230,2026-03-16,"Felicidades para mi hija y cada uno de los chicos ,dios los acompañe.",1,
231,2026-03-16,Suerte a esa nueva promoción,1,
232,2026-03-16,Muchos éxitos hijo hoy ingresantes y decidiste cumplir un sueño tu puedes felicitaciones acá estaré esperándote 👏🏼👏🏼👏🏼👏🏼👏🏼,6,
233,2026-03-16,HONOR y gloria!!!!!,1,
234,2026-03-16,Muchos éxitos para los cadetes y aspirantes luchen por sueños que la recompensa de portar el uniforme es muy grande ! 💪🩷,1,
235,2026-03-16,Mi sobrina está hay mis mejores deseos para ella y todos sus compañeros.!!,1,
236,2026-03-16,Sigue abierta la inscripción??,,
237,2026-03-16,Aguante la policia 👏👏❤️,7,
238,2026-03-16,"""Policia"" de la ciudad...😂🤌🏻🤌🏻 fabrica de humo",,
239,2026-03-16,Mi hijo rindio la cegunda .parte y hasta ahora no le respondieron como lw fue,,
240,2026-03-16,Qué emoción !! Cuántos son!!,1,
241,2026-03-16,❤️🙌,,
242,2026-03-16,@brisa_aabigail,2,
243,2026-03-16,TODOS DEL CONURBANO,,
244,2026-03-16,👏👏👏👏👏,1,
245,2026-03-16,👏👏👏el futuro del país!!!!!!🥰 SEAN HONESTOS Y TRABAJEN C PASION PARA CUIDAR NUESTRA TIERRA ❤️❤️❤️❤️❤️❤️❤️,4,
246,2026-03-16,"Orgullosa de mi hija Brisa ,mucha emoción y felicidad por ver cumplir su sueño",1,
247,2026-03-16,Lo que deseo es que mi hija forme parte de la fuerza,,
248,2026-03-16,Donde hay quw anotar en la plata,,
249,2026-03-16,Orgullosa de vos hermano te amo ❤️ éxitos para todos !!,3,
250,2026-03-16,"Que orgullo hijo !!! transitando un nuevo sueño, cuídense, siempre adelante 👏",3,
251,2026-03-16,❤️❤️❤️❤️❤️ Éxitos para todos!!! Fuerza!!!,2,
252,2026-03-16,❤️,2,
253,2026-03-16,Que Dios los guíe en este nuevo camino. Y que se haga la voluntad de Dios.,2,
254,2026-03-16,Hace dos años que estoy retirada...y este video me dió mucha nostalgia 😌 muchos éxitos para todos!!,16,
255,2026-03-16,👏😍,3,
256,2026-03-16,❤️ Vamos flaquito ❤️ Mucha suerte ❤️🍀,3,
257,2026-03-16,Voy por el médico gracias a dios alguien sabe cuantas etapa me faltan?,2,
258,2026-03-16,"Éxitos a todos y a las familias que quedan esperando sepan que la recompensa es hermosa, ese orgullo de pasar en mí caso la mamá de un bombero no tiene precio ni explicación.",14,
259,2026-03-16,Te Amo hijo !! Orgullosa de vos !!! Felicitaciones para todos 👏👏,5,
260,2026-03-16,"Muchos éxitos hija, orgullosa de vos, nos vemos el 6 de marzo ❤️",5,
261,2026-03-16,Éxitos para todos! Lamentablemente mí edad y físico no me permiten volver a intentarlo🥹 Pero me alegra mucho que sigan entrando más oficiales para la cuidad de BS.AS y Nos Ayuden Con Tránsito 💪,2,
262,2026-03-16,@pablo_viscontii orgullosos ☺️💗,2,
263,2026-03-16,Debe ser vocación !! Por lo que cobran 😂😂😂,1,
264,2026-03-16,Que Dios los bendiga y llegan con éxitos a cumplir sus sueños!!!,3,
265,2026-03-16,Dios los guarde.!! Éxitos en este hermoso camino..!!👏👏,2,
266,2026-03-16,Suerte a todos y todas 💪🏾,3,
267,2026-03-16,Un nuevo camino hijo ....que la virgen cita de lujan siempre te acompañe👏❤️,5,
268,2026-03-16,"Qué orgullo, poder pagar con mis impuestos la seguridad !!!! Gracias.",,
269,2026-03-16,Hola cómo es para poder entrar y que hay que hacer dónde dan información,,
270,2026-03-16,Esperemos que lle hagan honor a nuestra ciudad Porteña,2,
271,2026-03-16,Muchos éxitos chicos 👏👏👏❤️,2,
272,2026-03-16,"Excelente, aunque me produce ambigüedad pues a veces son carne de cañón. Dios los cuide y proteja",,
273,2026-03-16,Mucho sacrificio para entrar .. solo un familiar de quien aingresa sabe de eso . La mejor suerte para todos y cada uno de los que ingresaron hoy .. ew una carrera larga que tiene sus momentos buenos y malos. pero es la mejor vocación que uno puede tener ..,49,
274,2026-03-16,"Dios los cuide siempre futuros policías y bomberos, toda vocación de servicio habla de don de gente. Ojalá todos ustedes sean dignos de tan apreciada vocación. Éxitos",4,
275,2026-03-16,Hasta formar esas filas no paro 😍👩🏻‍🚒,22,
276,2026-03-16,🙌,2,
277,2026-03-16,Exitos 🙌 el tiempo pasa 🙌,2,
278,2026-03-16,Orgullosa de Vos Hijo 💙 🇦🇷 Que sea un gran comienzo @to_romanokk,21,
279,2026-03-16,👏👏👏👏👏,2,
280,2026-03-16,Mucha emoción ver a todos esos chic@s con sus bolsos preparados para hacer carrera y servir al pueblo!!!!,21,
281,2026-03-16,👏👏👏👏 hermoso,1,
282,2026-03-16,"Yo me postule y todo y me mandaron a casa a esperar el medico .... jamas me llamaron .... era cierto que entran los acomodados por algun familiar de la fuerza ""apadrinados"" JAJAJAJAJAJA",,
283,2026-03-16,"Exitos y perseverancia para todos los aspirantes !!! Nunca voy a olvidar el día que ingresó mi hijo y el día que se recibieron 😭 cuánta emoción y orgullo de mi hijo y de todos, a los familiares les digo traten de no perderce nada y sobre todo apoyarlos que lo van a nesecitar!!!👏👏",6,
284,2026-03-16,Por ahí anda mí sobri 😍😍😍,2,
285,2026-03-16,Orgullosa de mi amor ❤️,3,
286,2026-03-16,. .,,
287,2026-03-16,Todo lo mejor lo van a lograr,2,
288,2026-03-16,Una pregunta no entiendo ellos son lo que recibieron el turno y que se tenía que presentar y presentar los papeles pero también se tenía q llevar bolso?? Pero bueno porque yo me tenía que presentar el 19 de febrero pero cancelé porque había paro general entonces tuve que pedirme otro turno,,
289,2026-03-16,Y algunos queriendo irse 😂,,
290,2026-03-16,todos con cara de guerra💂🏿,,
291,2026-03-16,Suerte 💪 a todos....,,
292,2026-03-16,"Éxitos ,lo mejor para ustedes😊",,
293,2026-03-16,Que Dios los cuide ❤️,,
294,2026-03-16,"Mi hija entro hoy, que orgullo😍",21,
295,2026-03-16,Te mando todas las fuerzas y abrazos y papá desde el cielo te guía mi hija 🙌 ❤️,10,
296,2026-03-16,😢,,
297,2026-03-16,👏👏👏,,
298,2026-03-16,Muchos éxitos para todos los aspirantes!!,2,
299,2026-03-16,Éxitos 🙌,1,
300,2026-03-16,EXITOS !!! A TODOS LOS ASPIRANTES!!!👏👏❤️❤️❤️❤️,2,
